"","sa","sb","sc","sd","se","sf","sg","sh","si","sj","sk","sl","sm","sn","so","sp","sq","sr","ss","st","su","sv","sx","sy","sz","saa"
"1",470,2876,708,998,2438,178,450,3423,2703,1364,343,420,876,85,321,2683,353,64,90,3279,1753,391,425,251,38,54
